time,lambda,chain,IPR,norm
0.0,1.5,fibonacci,0.010802718160829382,1.0
1.0,1.5,fibonacci,0.010802185622788462,0.999999999999976
1.6237767391887217,1.5,fibonacci,0.010797942196676388,0.9999999999736224
2.636650898730358,1.5,fibonacci,0.010780580244128026,0.9999999999996838
4.281332398719393,1.5,fibonacci,0.010752869204451168,0.9999999999931954
6.951927961775605,1.5,fibonacci,0.010703832780302357,0.9999999999928542
11.28837891684689,1.5,fibonacci,0.01033309721665289,0.9999999999715093
18.329807108324356,1.5,fibonacci,0.010045386614423559,0.9999999999126183
29.763514416313175,1.5,fibonacci,0.010286492293395443,0.9999999999347088
48.32930238571752,1.5,fibonacci,0.00775750010734146,0.9999999999810019
78.47599703514611,1.5,fibonacci,0.005394237178948124,0.9999999998817686
127.42749857031335,1.5,fibonacci,0.006834480091071162,0.9999999997446661
206.913808111479,1.5,fibonacci,0.006633902335504722,0.9999999995507808
335.9818286283781,1.5,fibonacci,0.006677610629261371,0.9999999992885331
545.5594781168514,1.5,fibonacci,0.00633308264079137,0.99999999878609
885.8667904100823,1.5,fibonacci,0.006624246425277085,0.9999999980514238
1438.449888287663,1.5,fibonacci,0.008012934840340713,0.9999999963728857
2335.7214690901214,1.5,fibonacci,0.006520833937768892,0.9999999940780923
3792.690190732246,1.5,fibonacci,0.006531948949809789,0.9999999900351965
6158.48211066026,1.5,fibonacci,0.006064587068183659,0.9999999591266561
10000.0,1.5,fibonacci,0.0033100251146062657,0.9999995532949965
0.0,1.5,tribonacci,0.0410088225794245,1.0
1.0,1.5,tribonacci,0.04099180556612419,1.0000000000137197
1.6237767391887217,1.5,tribonacci,0.0409145209689435,0.9999999999986616
2.636650898730358,1.5,tribonacci,0.040639261141857785,1.0000000001387548
4.281332398719393,1.5,tribonacci,0.040359229888753345,1.0000000001187546
6.951927961775605,1.5,tribonacci,0.04104083607224812,0.9999999998497716
11.28837891684689,1.5,tribonacci,0.040982468526847164,1.000000000084546
18.329807108324356,1.5,tribonacci,0.04084357346802539,0.999999999757724
29.763514416313175,1.5,tribonacci,0.04061803413958649,0.9999999998797209
48.32930238571752,1.5,tribonacci,0.03997445103624714,0.9999999998537008
78.47599703514611,1.5,tribonacci,0.04006383766930631,0.999999999528901
127.42749857031335,1.5,tribonacci,0.040340393586744294,0.999999999409419
206.913808111479,1.5,tribonacci,0.0398180702349359,0.9999999991088235
335.9818286283781,1.5,tribonacci,0.039893743729226216,0.9999999989057
545.5594781168514,1.5,tribonacci,0.039355271619587844,0.999999967208543
885.8667904100823,1.5,tribonacci,0.04152987845676774,0.9999998856016804
1438.449888287663,1.5,tribonacci,0.03672374591061023,0.9999997442438885
2335.7214690901214,1.5,tribonacci,0.030881866066414607,0.999999438857099
3792.690190732246,1.5,tribonacci,0.03615694809064861,0.9999989068686709
6158.48211066026,1.5,tribonacci,0.03377872185034928,0.9999980562629608
10000.0,1.5,tribonacci,0.013751041971026072,0.9999967422548295
