time,lambda,chain,IPR,norm
0.0,0.0,fibonacci,0.020964511224918797,1.0
1.0,0.0,fibonacci,0.02096451122491881,1.0
1.03126192596125,0.0,fibonacci,0.020964511224918818,1.0
1.063501159937307,0.0,fibonacci,0.0209645112249188,1.0000000000000002
1.0967482544589708,0.0,fibonacci,0.020964511224918807,1.0
1.1310347171879975,0.0,fibonacci,0.020964511224918797,1.0000000000000002
1.166393040776332,0.0,fibonacci,0.0209645112249188,1.0000000000000002
1.2028567336587994,0.0,fibonacci,0.020964511224918804,1.0000000000000002
1.2404603518084318,0.0,fibonacci,0.020964511224918794,1.0
1.2792395314845335,0.0,fibonacci,0.020964511224918807,1.0
1.3192310230045072,0.0,fibonacci,0.020964511224918905,1.0
1.3604727255714586,0.0,fibonacci,0.020964511224919116,1.0
1.4030037231905736,0.0,fibonacci,0.020964511224919432,1.0000000000000002
1.4468643217083157,0.0,fibonacci,0.02096451122491983,1.0
1.4920960870095357,0.0,fibonacci,0.0209645112249203,1.0
1.5387418844086989,0.0,fibonacci,0.020964511224920834,1.0
1.5868459192725581,0.0,fibonacci,0.020964511224921396,1.0
1.6364537789127687,0.0,fibonacci,0.020964511224921965,1.0
1.6876124757881477,0.0,fibonacci,0.020964511224922534,1.0
1.740370492057519,0.0,fibonacci,0.020964511224923092,1.0
1.7947778255253657,0.0,fibonacci,0.020964511224923592,1.0
1.8508860370238331,0.0,fibonacci,0.020964511224924032,1.0
1.908748299275984,0.0,fibonacci,0.020964511224924418,1.0
1.9684194472866121,0.0,fibonacci,0.02096451122492469,1.0
2.0299560303083712,0.0,fibonacci,0.020964511224924858,1.0
2.0934163654324647,0.0,fibonacci,0.020964511224924924,1.0
2.158860592854684,0.0,fibonacci,0.020964511224924855,1.0
2.2263507328691676,0.0,fibonacci,0.02096451122492468,1.0
2.2959507446438985,0.0,fibonacci,0.020964511224924376,1.0
2.3677265868336335,0.0,fibonacci,0.02096451122492396,1.0
2.4417462800877097,0.0,fibonacci,0.020964511224923443,1.0
2.5180799715119697,0.0,fibonacci,0.02096451122492285,1.0000000000000002
2.596800001145884,0.0,fibonacci,0.02096451122492221,1.0
2.677980970517881,0.0,fibonacci,0.020964511224921576,1.0
2.761699813343848,0.0,fibonacci,0.020964511224920976,1.0
2.8480358684358014,0.0,fibonacci,0.02096451122492045,1.0
2.9370709548898266,0.0,fibonacci,0.02096451122492008,1.0
3.0288894496245304,0.0,fibonacci,0.02096451122491992,1.0
3.1235783673435042,0.0,fibonacci,0.020964511224920043,1.0
3.22122744299756,0.0,fibonacci,0.02096451122492054,1.0
3.3219292168248966,0.0,fibonacci,0.020964511224921472,1.0
3.4257791220497906,0.0,fibonacci,0.02096451122492293,1.0
3.5328755753229073,0.0,fibonacci,0.020964511224924962,1.0
3.6433200699889614,0.0,fibonacci,0.020964511224927648,1.0
3.757217272270093,0.0,fibonacci,0.020964511224931055,1.0
3.874675120456131,0.0,fibonacci,0.020964511224935183,1.0
3.9958049271957283,0.0,fibonacci,0.020964511224940058,1.0
4.12072148498532,0.0,fibonacci,0.020964511224945657,1.0
4.249543174955864,0.0,fibonacci,0.020964511224951885,1.0000000000000002
4.3823920790604705,0.0,fibonacci,0.02096451122495868,1.0
4.519394095769227,0.0,fibonacci,0.020964511224965825,1.0
4.660679059380877,0.0,fibonacci,0.02096451122497313,1.0
4.8063808630643905,0.0,fibonacci,0.0209645112249803,1.0
4.956637585747079,0.0,fibonacci,0.020964511224987,1.0
5.111591622969454,0.0,fibonacci,0.0209645112249928,1.0
5.271389821830872,0.0,fibonacci,0.020964511224997238,1.0
5.436183620153836,0.0,fibonacci,0.020964511224999816,1.0
5.606129189998847,0.0,fibonacci,0.02096451122500001,1.0
5.781387585665793,0.0,fibonacci,0.02096451122499729,1.0
5.962124896322169,0.0,fibonacci,0.020964511224991177,1.0
6.148512403402718,0.0,fibonacci,0.020964511224981344,1.0
6.340726742929723,0.0,fibonacci,0.02096451122496757,1.0
6.53895007290771,0.0,fibonacci,0.02096451122494993,1.0
6.7433702459512626,0.0,fibonacci,0.02096451122492882,1.0
6.9541809873094875,0.0,fibonacci,0.02096451122490504,1.0
7.1715820784558915,0.0,fibonacci,0.02096451122487992,1.0
7.395779546417609,0.0,fibonacci,0.020964511224855285,1.0
7.626985859023444,0.0,fibonacci,0.020964511224833567,1.0
7.865420126255738,0.0,fibonacci,0.02096451122481761,1.0
8.11130830789687,0.0,fibonacci,0.02096451122481041,1.0
8.364883427667216,0.0,fibonacci,0.02096451122481468,1.0
8.626385794057436,0.0,fibonacci,0.02096451122483188,1.0
8.896063228064442,0.0,fibonacci,0.020964511224860836,1.0
9.174171298046792,0.0,fibonacci,0.020964511224895437,1.0
9.460973561922158,0.0,fibonacci,0.02096451122492139,1.0
9.756741816936312,0.0,fibonacci,0.020964511224923023,1.0
10.061756357240409,0.0,fibonacci,0.020964511224920473,1.0
10.376306239520598,0.0,fibonacci,0.02096451122491784,1.0
10.700689556931746,0.0,fibonacci,0.02096451122491728,1.0
11.03521372159487,0.0,fibonacci,0.020964511224918905,1.0
11.380195755925943,0.0,fibonacci,0.020964511224920445,1.0
11.735962593072234,0.0,fibonacci,0.020964511224919345,1.0
12.102851386740856,0.0,fibonacci,0.020964511224916167,1.0
12.481209830713164,0.0,fibonacci,0.02096451122491624,1.0
12.871396488347747,0.0,fibonacci,0.020964511224923266,1.0
13.273781132384372,0.0,fibonacci,0.020964511224922548,1.0
13.688745095370805,0.0,fibonacci,0.020964511224918197,1.0
14.116681631044717,0.0,fibonacci,0.020964511224913523,1.0
14.557996287012978,0.0,fibonacci,0.02096451122490896,1.0
15.013107289081734,0.0,fibonacci,0.020964511224909728,1.0
15.482445937601307,0.0,fibonacci,0.02096451122491914,1.0
15.96645701620166,0.0,fibonacci,0.0209645112249283,1.0
16.46559921330564,0.0,fibonacci,0.020964511224924754,1.0
16.980345556819625,0.0,fibonacci,0.02096451122428454,1.0
17.511183862413354,0.0,fibonacci,0.020964511224694497,1.0
18.058617195813962,0.0,fibonacci,0.02096451122364919,1.0
18.62316434955206,0.0,fibonacci,0.020964511218926115,1.0000000000000002
19.205360334611953,0.0,fibonacci,0.02096451121469905,1.0000000000000004
19.805756887451725,0.0,fibonacci,0.02096451121839165,1.0000000000000002
20.424922992873753,0.0,fibonacci,0.020964511230844293,1.0000000000000002
21.063445423241212,0.0,fibonacci,0.020964511238601713,1.0000000000000007
21.721929294551416,0.0,fibonacci,0.020964511227478118,1.0
22.400998639893196,0.0,fibonacci,0.02096451122470774,1.0
23.101297000831593,0.0,fibonacci,0.020964511225219227,1.0
23.823488037280445,0.0,fibonacci,0.02096451122535675,1.0
24.568256156440636,0.0,fibonacci,0.020964511224883794,1.0
25.336307161400317,0.0,fibonacci,0.020964511224506873,1.0
26.128368920011493,0.0,fibonacci,0.02096451122448537,1.0
26.945192054677126,0.0,fibonacci,0.020964511224737387,1.0
27.787550653702112,0.0,fibonacci,0.02096451122600267,1.0
28.65624300488264,0.0,fibonacci,0.020964511224436818,1.0
29.552092352028865,0.0,fibonacci,0.02096451122169575,1.0000000000000002
30.47594767513802,0.0,fibonacci,0.0209645112215982,1.0
31.428684494957125,0.0,fibonacci,0.020964511232600926,1.0000000000000002
32.41120570269797,0.0,fibonacci,0.02096451122449182,1.0
33.42444241569055,0.0,fibonacci,0.020964511223338794,1.0
34.46935485978594,0.0,fibonacci,0.020964511225790104,1.0000000000000002
35.54693327934463,0.0,fibonacci,0.020964511224645523,1.0
36.65819887567301,0.0,fibonacci,0.020964511225825527,1.0
37.804204774797064,0.0,fibonacci,0.02096451122674243,1.0
38.98603702549072,0.0,fibonacci,0.02096451122333436,1.0000000000000002
40.20481562850417,0.0,fibonacci,0.0209645112257383,1.0
41.46169559796819,0.0,fibonacci,0.020964511225159115,1.0
42.75786805597974,0.0,fibonacci,0.02096451122511979,1.0
